ID_CLIENT,TARGET_LABEL_BAD=1
29074,0.0
16594,1.0
39816,0.0
18331,0.0
27807,0.0
30824,0.0
3374,0.0
5229,0.0
1153,0.0
37600,1.0
25242,1.0
6127,0.0
39264,0.0
48657,0.0
41952,0.0
28294,0.0
9119,0.0
7014,1.0
17980,0.0
21987,0.0
49685,0.0
29355,0.0
36,0.0
44412,1.0
49992,0.0
42989,0.0
20649,0.0
15687,0.0
2514,1.0
3392,0.0
25408,0.0
32780,0.0
25586,0.0
44686,0.0
27281,0.0
17049,1.0
41462,0.0
8784,0.0
5943,0.0
20358,1.0
18181,0.0
21579,0.0
10001,0.0
20003,1.0
23015,0.0
40892,0.0
4011,0.0
37900,0.0
17934,0.0
4277,0.0
28840,0.0
1128,0.0
27568,0.0
3616,0.0
35641,1.0
5628,0.0
17480,0.0
11292,0.0
8326,0.0
6103,0.0
21601,0.0
21954,0.0
30052,0.0
45289,0.0
3021,0.0
20349,0.0
26586,0.0
8597,1.0
41216,0.0
12631,0.0
49913,0.0
43855,0.0
43267,1.0
49392,1.0
31796,1.0
29633,0.0
27890,1.0
17871,0.0
5656,0.0
23773,0.0
31518,0.0
27433,0.0
13247,0.0
3165,1.0
21598,0.0
37392,1.0
43352,0.0
12283,0.0
2548,0.0
15644,1.0
39535,1.0
13243,1.0
9547,0.0
48419,1.0
23414,0.0
24292,0.0
44032,1.0
26570,0.0
32156,0.0
27432,0.0
24475,0.0
47606,1.0
28775,1.0
20582,1.0
20731,0.0
8059,0.0
20402,0.0
24496,0.0
48756,0.0
5554,0.0
34248,0.0
9839,0.0
4069,0.0
11161,0.0
20523,0.0
41862,0.0
6574,0.0
44548,0.0
22126,0.0
15413,0.0
20538,1.0
21043,0.0
49720,0.0
26804,1.0
3597,0.0
35612,0.0
47953,0.0
37679,1.0
46656,0.0
22332,1.0
37391,1.0
4639,0.0
34241,0.0
20088,0.0
21214,1.0
3621,0.0
15859,0.0
41269,0.0
17872,1.0
38176,0.0
22634,0.0
9345,1.0
16623,0.0
39359,1.0
10603,0.0
31633,1.0
17640,1.0
15809,1.0
23262,0.0
25943,0.0
6868,0.0
38289,1.0
25278,0.0
29474,0.0
47709,0.0
43252,0.0
14451,1.0
28695,0.0
39084,0.0
34531,0.0
27415,1.0
25441,1.0
20687,1.0
11762,0.0
8185,0.0
16847,1.0
24185,1.0
45612,0.0
33469,0.0
45094,0.0
42720,0.0
25591,0.0
19083,0.0
7745,1.0
13066,0.0
46091,1.0
20611,0.0
38996,0.0
4791,0.0
27272,0.0
8757,1.0
27958,0.0
45928,1.0
45368,0.0
5462,1.0
21015,0.0
24641,0.0
39100,0.0
398,1.0
6990,0.0
35001,0.0
14793,0.0
7834,0.0
9283,0.0
46119,0.0
46655,1.0
12256,1.0
40311,0.0
22885,0.0
15105,0.0
8570,0.0
38023,0.0
38844,1.0
47944,0.0
6674,0.0
6001,0.0
4545,0.0
27283,0.0
13473,1.0
7490,0.0
5502,0.0
36914,1.0
44530,0.0
32546,0.0
28656,0.0
12269,1.0
30466,0.0
15396,0.0
27510,0.0
43417,0.0
11744,1.0
16713,0.0
45129,0.0
20149,1.0
3780,0.0
43910,0.0
24968,0.0
15743,1.0
23989,1.0
39727,0.0
5615,0.0
24075,0.0
42320,0.0
33196,0.0
30857,0.0
36488,1.0
806,1.0
19987,1.0
4981,0.0
18494,0.0
37999,1.0
15721,1.0
45312,0.0
41401,0.0
34962,0.0
24040,0.0
39204,1.0
37304,0.0
10102,0.0
25661,0.0
7667,0.0
44693,1.0
8267,0.0
3319,0.0
35028,0.0
7958,0.0
41166,0.0
4961,0.0
1682,0.0
5394,0.0
43960,0.0
26427,0.0
28249,0.0
17849,0.0
49504,0.0
28006,0.0
21816,1.0
7765,0.0
19257,0.0
18750,0.0
5250,1.0
22968,0.0
33226,0.0
19417,0.0
40021,0.0
48813,0.0
37427,1.0
14951,1.0
36100,0.0
20625,0.0
44742,0.0
46462,0.0
22862,1.0
45716,1.0
42850,0.0
20298,1.0
10341,1.0
31133,0.0
25497,0.0
4363,1.0
11859,0.0
2073,1.0
36221,0.0
24501,0.0
34633,0.0
38758,0.0
37478,0.0
47485,0.0
24665,0.0
35902,0.0
22337,1.0
23847,0.0
30837,0.0
24802,0.0
44934,0.0
9428,0.0
37911,1.0
41035,1.0
6798,0.0
32495,0.0
36407,0.0
18672,1.0
24141,1.0
1717,0.0
41455,1.0
21937,0.0
9322,0.0
24260,0.0
5611,0.0
47321,1.0
3301,0.0
24007,0.0
14230,1.0
2155,0.0
48691,1.0
15197,0.0
45611,0.0
37864,0.0
41212,0.0
24420,1.0
13986,0.0
34748,0.0
20667,0.0
27458,0.0
15849,1.0
46633,0.0
27022,1.0
48290,0.0
21548,0.0
30939,1.0
11533,0.0
38212,1.0
47537,0.0
36568,0.0
11677,0.0
2305,1.0
41088,0.0
846,0.0
16014,1.0
32644,1.0
278,1.0
11231,1.0
3228,1.0
31329,0.0
7887,1.0
29697,0.0
28274,0.0
41099,1.0
33221,0.0
19925,1.0
33375,0.0
43366,0.0
43482,0.0
28232,1.0
19451,0.0
25876,0.0
1131,0.0
35361,0.0
12792,1.0
42233,1.0
45058,1.0
42087,0.0
8412,0.0
37451,0.0
24577,0.0
46417,1.0
34773,1.0
12322,0.0
179,0.0
44918,0.0
23782,0.0
35295,1.0
43787,0.0
35823,0.0
29615,1.0
30272,0.0
44103,0.0
43456,0.0
10035,1.0
9299,1.0
36344,1.0
15394,1.0
12096,0.0
47286,0.0
12815,0.0
38764,0.0
36101,1.0
37943,1.0
49356,0.0
14508,1.0
2723,0.0
32311,0.0
5654,0.0
44837,0.0
16639,0.0
20210,0.0
48709,1.0
31629,0.0
24845,1.0
35210,1.0
37677,0.0
48898,0.0
25047,1.0
3479,1.0
49116,0.0
10063,0.0
7328,0.0
47083,1.0
39053,0.0
7656,1.0
12156,0.0
36004,1.0
44038,0.0
27010,1.0
26729,0.0
37348,0.0
1062,1.0
4838,1.0
28894,0.0
19882,1.0
30124,0.0
22901,0.0
46785,0.0
17759,1.0
5603,0.0
8845,0.0
40046,0.0
5527,1.0
9760,1.0
47985,0.0
13596,0.0
14111,0.0
39000,0.0
38080,0.0
47324,0.0
27989,0.0
36698,1.0
22168,0.0
3588,0.0
47716,0.0
34272,1.0
6308,0.0
6048,0.0
44253,1.0
34536,0.0
31091,0.0
19129,0.0
2128,0.0
41470,1.0
40074,1.0
8216,0.0
31045,0.0
8690,0.0
18057,0.0
14181,1.0
11124,1.0
15959,1.0
23920,0.0
24849,0.0
6971,1.0
6630,0.0
46245,0.0
25769,0.0
19919,0.0
45438,0.0
31185,0.0
24345,0.0
38374,0.0
49041,0.0
33508,0.0
16574,1.0
3031,0.0
43818,0.0
6015,1.0
305,1.0
41395,1.0
1235,0.0
15318,0.0
14713,1.0
45858,0.0
16720,1.0
33598,0.0
2777,0.0
48304,1.0
19981,1.0
17353,0.0
17837,0.0
39291,0.0
17771,1.0
47742,0.0
41307,0.0
27248,0.0
3266,0.0
6906,0.0
43837,0.0
35127,1.0
30108,0.0
6704,1.0
26846,1.0
31652,0.0
48737,0.0
25206,0.0
45301,1.0
19929,0.0
17044,0.0
23071,1.0
5115,0.0
2402,0.0
8926,0.0
15247,0.0
5297,0.0
42481,0.0
32823,0.0
41666,0.0
45799,1.0
35998,0.0
215,1.0
13627,1.0
13566,0.0
6106,0.0
3489,0.0
5288,1.0
36103,0.0
27482,0.0
9077,1.0
36122,1.0
44304,0.0
39435,0.0
11275,0.0
11927,1.0
28609,0.0
15411,0.0
20977,0.0
17252,0.0
16228,0.0
15337,0.0
49745,0.0
2670,0.0
45974,1.0
32269,0.0
23602,0.0
27504,0.0
22579,0.0
34827,1.0
12234,0.0
35724,0.0
41198,0.0
7805,1.0
38385,1.0
47613,0.0
13350,0.0
43664,0.0
6042,0.0
44577,0.0
28672,0.0
40925,0.0
5528,0.0
13823,0.0
12924,1.0
16899,0.0
17602,1.0
22915,0.0
10151,0.0
45994,1.0
38954,0.0
23898,0.0
35231,0.0
25039,1.0
14571,0.0
25809,0.0
16647,0.0
48329,0.0
22855,0.0
17311,0.0
25,0.0
23364,0.0
44330,0.0
27963,0.0
30943,1.0
30442,0.0
38415,0.0
31526,0.0
14007,0.0
24029,0.0
38189,0.0
33435,1.0
41287,0.0
26318,1.0
7140,0.0
13420,1.0
14669,0.0
12551,0.0
49529,0.0
14826,0.0
37267,0.0
4181,0.0
45935,1.0
42209,1.0
36023,1.0
18105,0.0
48162,0.0
4114,1.0
30715,0.0
27333,0.0
14205,1.0
35728,0.0
11353,1.0
28852,0.0
39074,1.0
14219,0.0
31111,1.0
30989,0.0
47602,0.0
19641,0.0
17370,0.0
47298,0.0
44351,0.0
1017,0.0
14955,0.0
27005,1.0
4425,0.0
4627,0.0
49882,0.0
8435,0.0
14058,0.0
47496,0.0
33466,0.0
34759,0.0
18700,0.0
3579,0.0
37056,1.0
26282,0.0
39183,1.0
39970,0.0
37596,0.0
21106,0.0
23990,1.0
40472,0.0
9211,0.0
5784,0.0
43724,0.0
2798,0.0
15464,0.0
46995,1.0
7369,0.0
14538,0.0
10809,0.0
31010,0.0
49052,0.0
37189,1.0
9117,0.0
13467,0.0
22491,0.0
42514,0.0
47924,0.0
2365,0.0
13470,0.0
8486,0.0
35675,1.0
9438,0.0
45868,0.0
35045,0.0
44152,0.0
11179,0.0
9747,0.0
42774,0.0
35315,0.0
47196,1.0
8689,1.0
32070,0.0
49254,1.0
25375,0.0
6480,0.0
45114,0.0
47931,1.0
13887,0.0
35974,0.0
49964,0.0
17116,1.0
3194,0.0
17137,0.0
22012,0.0
36311,0.0
9486,1.0
3216,1.0
42093,1.0
21195,0.0
15950,1.0
25972,1.0
28734,0.0
46210,0.0
39614,0.0
39732,0.0
3715,0.0
2655,1.0
19356,0.0
16854,0.0
17224,0.0
10440,0.0
19174,0.0
39693,0.0
27449,0.0
10375,0.0
44092,0.0
8585,0.0
44214,0.0
14153,1.0
12744,0.0
8576,0.0
22044,1.0
30095,0.0
46098,1.0
49335,1.0
12071,0.0
575,0.0
15180,0.0
23736,0.0
41828,0.0
11472,0.0
26538,1.0
33047,1.0
30531,0.0
27471,1.0
41847,0.0
15083,0.0
24078,0.0
46306,0.0
2283,1.0
41637,0.0
16879,1.0
5823,0.0
7567,0.0
49417,0.0
44806,0.0
1653,0.0
10335,1.0
2256,0.0
16107,0.0
18419,0.0
6455,1.0
24637,0.0
9594,0.0
38061,0.0
41889,0.0
6437,0.0
12330,0.0
38548,0.0
11978,0.0
23597,0.0
24111,0.0
16895,0.0
21715,0.0
22628,0.0
36606,0.0
23763,0.0
22369,0.0
13664,1.0
27335,0.0
46174,0.0
28519,0.0
41602,1.0
21621,0.0
10225,0.0
41840,1.0
39611,0.0
39604,0.0
1993,0.0
18605,0.0
27514,1.0
34219,0.0
39349,0.0
37051,0.0
15926,0.0
44785,0.0
28568,0.0
11647,1.0
46117,0.0
33197,1.0
29016,1.0
18435,0.0
15369,1.0
18049,0.0
662,0.0
26922,1.0
49223,1.0
5033,0.0
30469,0.0
6803,0.0
38923,0.0
2493,0.0
8804,0.0
31335,1.0
48432,0.0
12276,1.0
33354,0.0
36594,1.0
9630,0.0
31127,0.0
45657,0.0
10142,0.0
32006,0.0
8697,1.0
23415,1.0
45245,0.0
49988,0.0
30623,0.0
28482,0.0
46971,0.0
32048,0.0
6260,1.0
44724,0.0
14634,0.0
17967,1.0
27984,0.0
35927,0.0
17504,0.0
24633,0.0
35093,1.0
11136,0.0
22658,0.0
2093,0.0
5207,0.0
17519,0.0
34847,0.0
23181,0.0
42041,1.0
48457,0.0
25896,0.0
47903,0.0
26116,1.0
24543,0.0
2859,0.0
23349,1.0
41835,0.0
25830,1.0
15785,0.0
33883,0.0
894,0.0
43625,0.0
32505,0.0
49927,0.0
31580,1.0
147,0.0
24188,0.0
22398,0.0
28181,0.0
20137,0.0
28453,0.0
38985,0.0
9657,1.0
33076,0.0
13433,0.0
44543,1.0
47963,0.0
49325,0.0
20871,0.0
49080,1.0
20462,0.0
5593,0.0
36205,0.0
9568,0.0
48729,0.0
45615,0.0
33896,0.0
14415,0.0
27425,1.0
13532,0.0
29639,0.0
7231,1.0
26380,0.0
13671,0.0
3704,0.0
15532,1.0
7347,0.0
36827,0.0
19908,0.0
17461,1.0
12163,0.0
11242,0.0
16569,0.0
43403,0.0
7353,0.0
27733,0.0
36176,0.0
3721,0.0
45307,0.0
5098,1.0
4885,1.0
18631,1.0
8145,0.0
6156,0.0
44327,0.0
1754,0.0
48613,0.0
30571,0.0
47486,0.0
8829,1.0
22530,0.0
11196,0.0
5307,0.0
44537,0.0
22880,0.0
40334,0.0
26284,0.0
11768,0.0
28867,0.0
9315,0.0
36772,0.0
23601,0.0
40479,0.0
14259,1.0
45965,0.0
37708,0.0
33471,0.0
2273,0.0
10485,0.0
23746,0.0
4474,1.0
40167,0.0
45560,0.0
19313,0.0
39715,0.0
11783,0.0
1151,1.0
12967,1.0
13225,0.0
10149,1.0
142,0.0
42148,0.0
20071,0.0
32510,0.0
33020,1.0
5281,0.0
40402,1.0
2470,0.0
21418,0.0
1255,1.0
48061,0.0
28283,1.0
6151,1.0
36454,0.0
33293,0.0
20802,0.0
10391,0.0
22826,0.0
32798,0.0
12376,0.0
23960,1.0
41709,0.0
12265,1.0
3961,0.0
29408,0.0
39181,0.0
30437,1.0
17177,1.0
36252,0.0
22586,1.0
6792,0.0
1186,0.0
40881,0.0
5144,0.0
2459,0.0
30712,0.0
30135,0.0
23028,0.0
23794,1.0
9990,0.0
36178,1.0
33828,1.0
38224,0.0
47696,0.0
24327,0.0
24161,0.0
2566,0.0
30569,0.0
29445,0.0
44062,0.0
18808,1.0
47939,0.0
10633,0.0
29776,0.0
28859,1.0
10843,1.0
21591,0.0
39620,0.0
2483,0.0
13926,0.0
45101,0.0
16314,0.0
32920,1.0
2672,0.0
23156,1.0
3574,0.0
24046,0.0
47130,0.0
30907,1.0
44871,1.0
22241,0.0
10105,0.0
34923,0.0
41474,1.0
47625,0.0
28115,1.0
36616,0.0
39772,0.0
532,0.0
8367,0.0
36324,0.0
40883,0.0
41466,1.0
48598,0.0
7722,0.0
35633,0.0
17476,0.0
20620,1.0
203,0.0
19036,0.0
43044,1.0
15551,0.0
16319,0.0
29104,0.0
48330,0.0
16722,0.0
32170,0.0
44585,0.0
24563,0.0
42162,1.0
28348,0.0
10698,1.0
12229,0.0
43552,0.0
15863,0.0
16424,0.0
38567,0.0
13085,0.0
30885,0.0
35402,1.0
35964,1.0
30093,0.0
28034,0.0
35050,0.0
24391,0.0
6909,0.0
27106,0.0
26935,0.0
46125,1.0
24346,1.0
36091,0.0
2405,1.0
44927,0.0
12489,0.0
40526,1.0
17115,0.0
43340,0.0
19179,0.0
35171,0.0
10756,0.0
22680,1.0
17633,1.0
117,0.0
17089,1.0
18157,0.0
12115,1.0
5029,0.0
41091,0.0
27123,0.0
23378,0.0
35225,0.0
18185,1.0
10234,1.0
24742,1.0
22453,0.0
24396,0.0
4284,0.0
48168,0.0
29175,1.0
5133,1.0
44899,1.0
28134,1.0
8705,1.0
45238,0.0
4899,1.0
35893,1.0
48365,1.0
29090,0.0
49979,1.0
12414,1.0
13207,0.0
29233,0.0
32460,1.0
49976,0.0
8205,0.0
12125,0.0
16793,0.0
10661,0.0
42297,0.0
27345,0.0
42154,1.0
39237,0.0
37759,0.0
36792,1.0
24071,0.0
28553,0.0
33880,0.0
49424,0.0
11072,0.0
17627,0.0
25299,0.0
41047,0.0
7139,1.0
18988,0.0
18756,1.0
7493,0.0
11138,1.0
18736,0.0
21511,0.0
32627,0.0
19946,0.0
43492,1.0
6857,0.0
5912,0.0
1846,0.0
10214,0.0
47392,0.0
18569,0.0
40316,0.0
27914,0.0
22629,0.0
10269,0.0
42114,0.0
35696,0.0
36655,0.0
27308,1.0
1556,0.0
31815,0.0
1161,0.0
11213,0.0
31177,0.0
23257,0.0
11631,1.0
23413,0.0
45982,0.0
38549,0.0
31765,0.0
20895,1.0
41565,1.0
9844,1.0
2626,0.0
30415,0.0
10043,0.0
27583,0.0
39452,1.0
29712,1.0
32863,0.0
46001,0.0
8531,0.0
27210,0.0
20712,1.0
49278,0.0
48496,0.0
17026,0.0
49101,0.0
41885,1.0
1730,0.0
1371,0.0
20735,1.0
23616,0.0
38731,0.0
25560,0.0
13141,1.0
37393,0.0
5818,0.0
18860,0.0
7342,0.0
14555,0.0
40211,0.0
48861,0.0
35046,0.0
11898,1.0
25750,0.0
39788,0.0
33380,1.0
20337,0.0
17286,0.0
7591,0.0
31825,0.0
45511,0.0
31639,0.0
9398,0.0
46414,0.0
982,0.0
11007,0.0
31486,0.0
20441,0.0
19499,0.0
28757,0.0
27301,0.0
28107,1.0
18095,0.0
25134,0.0
43741,0.0
25524,0.0
48555,1.0
5122,0.0
21127,0.0
29039,1.0
49505,0.0
40079,0.0
1713,0.0
15358,0.0
24058,0.0
24340,0.0
22608,0.0
18249,0.0
18682,0.0
43282,0.0
3628,0.0
22280,0.0
24988,0.0
46697,1.0
27852,0.0
38461,0.0
37947,0.0
23789,0.0
25627,0.0
6017,0.0
945,1.0
14342,1.0
28921,0.0
48619,1.0
29329,0.0
49558,0.0
46617,1.0
6487,1.0
36525,0.0
5934,0.0
45618,1.0
10303,0.0
30526,1.0
20623,1.0
24449,1.0
6631,1.0
24500,0.0
28517,0.0
48424,0.0
30436,0.0
16040,0.0
42538,1.0
23250,0.0
21411,0.0
34444,0.0
29112,1.0
47283,0.0
47773,0.0
8964,0.0
34371,1.0
6314,0.0
39069,1.0
9754,1.0
34971,1.0
5276,0.0
44761,0.0
39628,0.0
49045,0.0
15769,0.0
29037,0.0
30750,0.0
18310,0.0
17232,0.0
830,0.0
35465,0.0
25587,0.0
15874,1.0
1446,0.0
6922,0.0
10824,0.0
45361,0.0
16702,0.0
277,1.0
7412,0.0
38707,1.0
49176,0.0
41443,0.0
17468,0.0
34718,0.0
23418,0.0
2710,0.0
10254,0.0
14649,1.0
17438,0.0
40475,1.0
46751,0.0
44570,0.0
37179,0.0
17369,0.0
33784,0.0
17346,0.0
6489,0.0
42245,1.0
18786,0.0
5517,0.0
35688,0.0
47911,0.0
18537,0.0
14363,0.0
2286,0.0
33016,0.0
1714,0.0
16986,0.0
45709,0.0
5012,0.0
41575,1.0
29464,1.0
14565,1.0
32561,0.0
43628,1.0
23966,0.0
6918,1.0
1794,1.0
45946,0.0
18649,0.0
36984,1.0
47541,1.0
18017,1.0
43807,0.0
17451,0.0
41093,0.0
36096,0.0
12252,1.0
24971,0.0
22860,0.0
48684,0.0
15329,1.0
7340,0.0
42913,0.0
5167,0.0
21566,0.0
306,0.0
29573,0.0
22810,1.0
27805,0.0
25674,0.0
27227,0.0
45509,0.0
5258,1.0
23321,0.0
21611,0.0
28339,0.0
13703,0.0
45664,0.0
47105,1.0
12899,0.0
40035,0.0
24214,0.0
21583,0.0
40405,1.0
42640,0.0
26111,0.0
25507,0.0
44804,0.0
35397,1.0
15385,1.0
47995,0.0
1579,0.0
14670,0.0
31510,0.0
28104,0.0
19951,0.0
47887,0.0
29517,0.0
33225,0.0
7216,0.0
446,0.0
37695,0.0
22412,0.0
23795,0.0
8149,0.0
6018,0.0
2331,0.0
37155,0.0
4954,0.0
44552,0.0
38243,0.0
40698,0.0
14131,0.0
3783,0.0
25247,1.0
33088,1.0
46227,0.0
26753,0.0
22333,1.0
5364,1.0
13280,0.0
15742,0.0
44889,1.0
21905,0.0
35236,0.0
38135,0.0
47375,0.0
47182,0.0
20882,0.0
23149,0.0
36674,0.0
24601,0.0
25813,0.0
11173,0.0
11938,0.0
9811,1.0
46903,0.0
46426,0.0
42933,1.0
40655,1.0
3789,0.0
17048,0.0
41848,0.0
31371,0.0
27483,0.0
20159,0.0
13215,0.0
6914,0.0
6101,0.0
18005,0.0
46852,1.0
45745,0.0
24076,1.0
18258,0.0
4394,0.0
15621,0.0
30840,0.0
31771,0.0
37960,0.0
37599,0.0
15596,0.0
48068,1.0
24302,0.0
37504,0.0
16840,0.0
18263,1.0
48689,0.0
27435,0.0
17414,0.0
20435,0.0
14254,1.0
959,0.0
15421,0.0
43697,0.0
36283,1.0
20111,0.0
5456,0.0
31926,0.0
33978,0.0
22034,1.0
19749,1.0
48278,1.0
46994,1.0
368,1.0
10098,0.0
37483,0.0
5269,0.0
27124,0.0
30654,1.0
46543,1.0
46537,1.0
36168,0.0
11143,0.0
34197,0.0
17874,0.0
11511,0.0
12557,1.0
23819,1.0
29422,0.0
49969,0.0
39286,0.0
20780,0.0
5126,0.0
20912,1.0
32506,0.0
20967,1.0
33209,1.0
26573,0.0
6578,0.0
10178,0.0
9490,0.0
49267,0.0
15427,0.0
12475,0.0
47790,0.0
37140,0.0
4518,0.0
11624,0.0
5833,0.0
33006,1.0
24108,0.0
24740,0.0
20461,0.0
8460,1.0
778,0.0
35191,0.0
25724,0.0
657,0.0
38486,1.0
32949,0.0
12190,1.0
25711,0.0
37342,0.0
30133,0.0
34506,1.0
26331,0.0
36154,0.0
11070,0.0
28767,0.0
49102,0.0
22688,0.0
46183,0.0
43656,1.0
16086,1.0
23044,1.0
26707,0.0
35629,1.0
18773,0.0
11463,0.0
7915,0.0
12111,0.0
27850,1.0
2171,0.0
316,0.0
525,0.0
23809,0.0
26405,0.0
37896,1.0
28493,0.0
38266,0.0
17748,0.0
28671,0.0
6592,1.0
12465,0.0
18777,0.0
17246,0.0
20985,1.0
43016,0.0
4702,1.0
23189,0.0
988,1.0
17592,0.0
37406,0.0
10079,0.0
13137,0.0
10762,0.0
5769,0.0
28461,1.0
18621,1.0
41272,0.0
13977,0.0
49932,1.0
6361,0.0
7471,0.0
23199,0.0
3172,1.0
27725,0.0
40027,0.0
35023,1.0
28478,1.0
32601,0.0
42122,1.0
40517,0.0
30518,1.0
16703,0.0
43506,0.0
49515,0.0
23812,0.0
24485,0.0
16025,0.0
33721,1.0
17388,0.0
27962,1.0
55,0.0
18266,0.0
47693,1.0
30865,0.0
10480,0.0
10083,0.0
43694,1.0
16129,0.0
20479,0.0
9146,0.0
3065,0.0
43416,0.0
1499,1.0
22506,0.0
46077,1.0
42793,0.0
46415,0.0
3205,0.0
30387,0.0
35015,0.0
9679,0.0
24834,0.0
34021,0.0
31184,0.0
21002,1.0
43227,0.0
35114,0.0
12064,1.0
45937,0.0
42861,0.0
41883,0.0
4375,0.0
33632,0.0
5897,1.0
21529,0.0
40415,0.0
33139,0.0
27607,0.0
43827,0.0
13663,0.0
8859,0.0
42158,0.0
20991,1.0
31252,0.0
42803,1.0
43737,0.0
34616,0.0
25514,0.0
39832,0.0
30765,1.0
41458,0.0
36596,0.0
33844,0.0
8966,0.0
21237,1.0
23313,1.0
42094,0.0
13183,1.0
14229,1.0
34853,0.0
28612,0.0
8978,0.0
32612,0.0
28036,0.0
18192,1.0
46193,0.0
38807,0.0
18839,0.0
195,1.0
42090,0.0
35141,0.0
38593,1.0
30524,1.0
24684,0.0
18174,0.0
12976,1.0
29611,0.0
16452,1.0
448,0.0
15834,0.0
551,0.0
49833,0.0
2394,0.0
28707,0.0
30897,0.0
40359,0.0
37202,0.0
49140,0.0
23389,0.0
49955,0.0
25841,1.0
43385,0.0
1998,0.0
2776,0.0
35648,0.0
48147,0.0
48986,0.0
12522,0.0
39487,0.0
49173,1.0
43226,0.0
4704,0.0
40518,0.0
14317,0.0
14482,1.0
28925,1.0
10228,0.0
4723,1.0
24144,0.0
28640,0.0
14491,0.0
11384,1.0
29640,1.0
